UNIQUE_EVENT,n_JUV,n_AD,n_TOTAL
HS200901-GS04,0,0,0
HS200901-GS05,0,0,0
HS200901-GS06,0,0,0
HS200901-GS07,0,0,0
HS200901-GS08,1,0,1
HS200901-GS09,0,0,0
HS200901-GS10,0,0,0
HS200901-GS11,1,0,1
HS200901-GS12,0,0,0
HS200901-GS13,1,0,1
HS200901-GS14,4,1,5
HS200901-GS15,1,0,1
HS200901-GS16,0,0,0
HS200901-GS17,1,0,1
HS200901-GS18,1,0,1
HS200901-GS19,0,0,0
HS200901-GS20,0,0,0
HS200901-GS21,0,0,0
HS200901-GS22,0,0,0
HS200901-GS23,5,0,5
HS200901-GS24,3,0,3
HS200901-GS25,0,0,0
HS200901-GS26,0,0,0
HS200901-GS27,0,0,0
HS200901-GS28,1,0,1
HS200901-GS29,0,0,0
HS200901-GS30,5,0,5
HS200901-GS31,0,0,0
HS200901-GS32,0,0,0
HS200901-GS33,1,0,1
HS200901-H01,0,0,0
HS200901-H02,0,0,0
HS200901-H03,0,0,0
HS200901-H04,0,0,0
HS200901-H05,0,0,0
HS200901-H06,0,0,0
HS200901-IBC02,0,0,0
HS200901-IBC03,0,0,0
HS200901-IBC04,0,0,0
HS200901-IBC05,1,0,1
HS200901-IBC06,0,0,0
HS200901-IBC07,0,0,0
HS200901-IBC08,0,0,0
HS200901-IBC09,0,0,0
HS200901-IBC10,0,0,0
HS200901-IBC11,0,0,0
HS200901-IBC12,0,0,0
HS200901-ISEA01,2,0,2
HS200901-ISEA02,0,0,0
HS200901-ISEA03,0,0,0
HS200901-ISEA04,0,0,0
HS200901-ISEA05,0,0,0
HS200901-ISEA06,0,0,0
HS200901-ISEA07,0,0,0
HS200901-ISEA08,0,0,0
HS200901-ISEA09,3,1,4
HS200901-ISEA10,17,0,17
HS200901-ISEA11,3,0,3
HS200901-ISEA12,3,1,4
HS200901-ISEA13,4,0,4
HS200901-ISEA14,3,0,3
HS200901-ISEA15,21,0,21
HS200901-ISEA16,105,0,105
HS200901-ISEA17,46,1,47
HS200901-ISEA18,0,0,0
HS200901-ISEA19,0,1,1
HS200901-ISEA20,0,0,0
HS200901-ISEA21,0,0,0
HS200901-IVI01,65,2,67
HS200901-IVI02,19,2,21
HS200901-IVI03,40,0,40
HS200901-IVI04,68,1,69
HS200901-IVI05,1,0,1
HS200901-IVI06,0,0,0
HS200901-IVI07,0,0,0
HS200901-IVI08,1,0,1
HS200901-IVI09,5,0,5
HS200901-IVI10,8,0,8
HS200901-IVI11,0,0,0
HS200901-IVI12,0,0,0
HS200901-IVI13,3,0,3
HS200901-IVI14,9,0,9
HS200901-IVI15,4,0,4
HS200901-JF01,0,0,0
HS200901-JF02,1,0,1
HS200901-JF03,6,1,7
HS200901-JF04,0,0,0
HS200901-JF05,10,1,11
HS200901-JF06,19,0,19
HS200901-JS01,0,0,0
HS200901-JS02,0,0,0
HS200901-JS03,0,0,0
HS200901-QCSD01,0,0,0
HS200901-QCST01,0,0,0
HS200901-QCST02,3,0,3
HS200901-QCST03,0,0,0
HS200901-T01,0,0,0
HS200901-T02,0,0,0
HS200901-T03,0,0,0
HS200901-T04,0,0,0
HS200901-T05,0,0,0
HS200901-T06,0,0,0
HS200901-T07,0,0,0
HS200901-VI01,14,2,16
HS200901-VI02,0,0,0
HS200901-VI03,2,1,3
HS200901-VI04,0,0,0
HS200901-VI05,0,0,0
HS200901-VI06,5,0,5
HS200901-VI07,4,2,6
HS200901-VI08,1,0,1
HS200901-VI09,5,0,5
HS200901-VI10,6,0,6
HS200901-VI11,0,0,0
HS200901-VI12,0,0,0
HS200901-VI13,0,0,0
HS200901-VI14,0,0,0
HS200901-VI15,3,0,3
HS200901-VI16,3,0,3
HS200901-VI17,0,0,0
HS200901-VI18,0,0,0
HS200901-VI19,0,0,0
HS200941-D04,1,0,1
HS200941-D05,0,0,0
HS200941-D06,0,0,0
HS200941-DE01,0,1,1
HS200941-DE02,1,0,1
HS200941-DE03,0,1,1
HS200941-DE04,0,0,0
HS200941-DE05,0,0,0
HS200941-DE06,0,0,0
HS200941-DT01,0,2,2
HS200941-DT02,2,0,2
HS200941-DT03,0,0,0
HS200941-DT04,3,1,4
HS200941-DT05,4,3,7
HS200941-DT06,0,1,1
HS200941-EP01,10,4,14
HS200941-EP02,2,4,6
HS200941-EP03,13,2,15
HS200941-EP04,1,0,1
HS200941-EP05,1,0,1
HS200941-EP06,0,0,0
HS200941-H02,3,1,4
HS200941-H03,6,1,7
HS200941-H04,11,0,11
HS200941-H05,9,3,12
HS200941-H06,7,0,7
HS200941-H07,30,0,30
HS200941-HS01,10,3,13
HS200941-HS02,23,1,24
HS200941-IVI01,15,3,18
HS200941-IVI02,9,7,16
HS200941-IVI03,0,2,2
HS200941-IVI04,4,1,5
HS200941-IVI05,1,1,2
HS200941-IVI06,0,0,0
HS200941-IVI07,0,3,3
HS200941-JF01,0,0,0
HS200941-JF02,0,0,0
HS200941-JF03,0,6,6
HS200941-JF04,4,7,11
HS200941-JF05,19,22,41
HS200941-JF06,6,29,35
HS200941-QCI01,1,1,2
HS200941-QCI02,3,1,4
HS200941-QCI03,3,3,6
HS200941-QCI04,2,1,3
HS200941-QCI05,1,5,6
HS200941-QCI06,0,1,1
HS200941-QCI07,2,0,2
HS200941-QCI08,2,8,10
HS200941-QCI09,9,0,9
HS200941-QCI10,6,1,7
HS200941-QCI11,4,0,4
HS200941-QCI12,0,0,0
HS200941-QCI13,0,0,0
HS200941-QCI14,1,0,1
HS200941-QCI15,0,0,0
HS200941-QCI16,5,0,5
HS200941-QCI17,6,0,6
HS200941-QCI18,0,1,1
HS200941-QCI19,0,0,0
HS200941-QCSD01,0,1,1
HS200941-QCST01,0,0,0
HS200941-QCST02,0,0,0
HS200941-QCST03,0,0,0
HS200941-QCST04,0,0,0
HS200941-QCST05,1,0,1
HS200941-QCST06,0,0,0
HS200941-QCST07,0,0,0
HS200941-T01,0,1,1
HS200941-T02,0,0,0
HS200941-T03,0,0,0
HS200941-T04,0,0,0
HS200941-T05,1,0,1
HS200941-T06,12,0,12
HS200941-T07,4,1,5
HS200941-VI01,2,3,5
HS200941-VI02,0,4,4
HS200941-VI03,9,27,36
HS200941-VI04,0,0,0
HS200941-VI05,5,4,9
HS200941-VI06,0,0,0
HS200941-VI07,12,7,19
HS200941-VI08,13,2,15
HS200941-VI09,4,0,4
HS200941-VI10,0,0,0
HS200941-VI11,0,0,0
HS200941-VI12,2,0,2
HS200941-VI13,0,1,1
HS200941-VI14,0,2,2
HS200941-VI15,6,23,29
HS200941-VI16,4,13,17
HS200941-VI17,10,3,13
HS200941-VI18,11,10,21
HS200941-VI19,5,12,17
HS200946-DE01,7,0,7
HS200946-DE02,3,0,3
HS200946-DE03,1,0,1
HS200946-DE04,0,0,0
HS200946-DE05,2,0,2
HS200946-DE06,4,0,4
HS200946-EP01,1,0,1
HS200946-EP02,0,0,0
HS200946-EP03,0,0,0
HS200946-EP04,0,0,0
HS200946-EP05,0,0,0
HS200946-EP06,0,0,0
HS200946-H02,0,0,0
HS200946-H03,0,0,0
HS200946-H04,0,0,0
HS200946-H05,0,0,0
HS200946-H06,0,0,0
HS200946-H07,0,0,0
HS200946-HS01,2,0,2
HS200946-IBC01,11,0,11
HS200946-IBC02,4,0,4
HS200946-IBC03,4,0,4
HS200946-IBC04,3,0,3
HS200946-IBC05,1,0,1
HS200946-IBC06,15,0,15
HS200946-IBC07,1,1,2
HS200946-IBC08,0,0,0
HS200946-IBC09,11,0,11
HS200946-IBC10,3,4,7
HS200946-IBC11,7,2,9
HS200946-IBC12,6,5,11
HS200946-IBC13,10,2,12
HS200946-IBC14,2,0,2
HS200946-IBC15,3,0,3
HS200946-IBC16,0,0,0
HS200946-IBC17,2,0,2
HS200946-IBC18,3,0,3
HS200946-IBC19,0,0,0
HS200946-IBC20,0,0,0
HS200946-IBC21,3,0,3
HS200946-IBC22,0,0,0
HS200946-IBC23,21,0,21
HS200946-IBC24,10,1,11
HS200946-IBC25,13,1,14
HS200946-IBC26,1,0,1
HS200946-IBC27,0,0,0
HS200946-IBC28,0,0,0
HS200946-IBC29,2,4,6
HS200946-IBC30,2,0,2
HS200946-IBC31,0,0,0
HS200946-IBC32,0,0,0
HS200946-IBC33,0,0,0
HS200946-ISEA01,1,0,1
HS200946-ISEA02,0,0,0
HS200946-ISEA03,0,0,0
HS200946-ISEA04,1,0,1
HS200946-ISEA05,0,0,0
HS200946-ISEA06,1,0,1
HS200946-ISEA07,2,0,2
HS200946-ISEA08,0,0,0
HS200946-ISEA09,0,0,0
HS200946-ISEA10,1,0,1
HS200946-ISEA11,1,0,1
HS200946-ISEA12,38,0,38
HS200946-ISEA13,42,0,42
HS200946-ISEA14,4,0,4
HS200946-ISEA15,4,0,4
HS200946-ISEA16,20,1,21
HS200946-ISEA17,0,0,0
HS200946-ISEA18,2,2,4
HS200946-ISEA19,22,0,22
HS200946-ISEA20,3,0,3
HS200946-ISEA21,3,0,3
HS200946-ISEA22,0,0,0
HS200946-ISEA23,1,0,1
HS200946-ISEA24,2,0,2
HS200946-IVI01,0,0,0
HS200946-IVI02,0,0,0
HS200946-IVI03,40,0,40
HS200946-IVI04,63,0,63
HS200946-IVI05,55,0,55
HS200946-IVI06,33,0,33
HS200946-IVI07,60,0,60
HS200946-IVI08,38,0,38
HS200946-IVI09,9,0,9
HS200946-IVI10,4,0,4
HS200946-IVI11,12,3,15
HS200946-IVI12,100,0,100
HS200946-IVI13,51,0,51
HS200946-IVI14,99,0,99
HS200946-IVI15,18,0,18
HS200946-IVI16,0,0,0
HS200946-IVI17,12,0,12
HS200946-IVI18,2,0,2
HS200946-IVI19,0,0,0
HS200946-JF01,1,0,1
HS200946-JF02,2,1,3
HS200946-JF04,0,0,0
HS200946-JF05,0,0,0
HS200946-JF06,0,0,0
HS200946-JS01,0,0,0
HS200946-QCST01,0,1,1
HS200946-QCST02,0,0,0
HS200946-QCST03,3,0,3
HS200946-QCST04,1,0,1
HS200946-QCST05,0,0,0
HS200946-QCST06,0,0,0
HS200946-QCST07,0,0,0
HS200946-QCST08,0,0,0
HS200946-T01,0,0,0
HS200946-T04,0,0,0
HS200946-T05,0,0,0
HS200946-T06,0,0,0
HS200946-T07,0,0,0
HS200946-VI01,0,0,0
HS200946-VI02,0,0,0
HS200946-VI03,0,7,7
HS200946-VI04,0,4,4
HS200946-VI05,0,0,0
HS200946-VI06,0,0,0
HS200946-VI07,0,0,0
HS200946-VI08,0,0,0
HS200946-VI09,0,0,0
HS200946-VI10,0,0,0
HS200946-VI11,0,0,0
HS200946-VI12,0,0,0
HS200946-VI13,0,0,0
HS200946-VI14,4,0,4
HS200946-VI15,0,0,0
HS200946-VI16,0,0,0
HS200946-VI17,0,0,0
HS200946-VI18,0,0,0
HS200946-VI19,0,0,0
HS200946-VI20,0,0,0
HS201003-DE01,0,0,0
HS201003-DE02,1,0,1
HS201003-DE03,0,0,0
HS201003-DE04,0,0,0
HS201003-DE05,0,0,0
HS201003-DE06,0,0,0
HS201003-EP01,3,0,3
HS201003-EP02,0,0,0
HS201003-EP03,0,0,0
HS201003-EP04,0,0,0
HS201003-EP05,0,0,0
HS201003-EP06,0,0,0
HS201003-EP07,0,0,0
HS201003-GS01,0,0,0
HS201003-GS02,0,0,0
HS201003-GS03,0,0,0
HS201003-GS05,2,0,2
HS201003-GS06,1,0,1
HS201003-GS07,6,0,6
HS201003-GS08,0,0,0
HS201003-GS09,1,0,1
HS201003-GS10,0,0,0
HS201003-GS11,0,0,0
HS201003-GS12,0,0,0
HS201003-GS13,0,0,0
HS201003-GS14,0,0,0
HS201003-GS15,2,0,2
HS201003-GS16,5,0,5
HS201003-GS17,4,0,4
HS201003-GS18,0,0,0
HS201003-GS19,0,0,0
HS201003-GS20,0,0,0
HS201003-GS21,0,0,0
HS201003-GS22,0,1,1
HS201003-GS23,0,0,0
HS201003-GS24,1,0,1
HS201003-GS25,0,0,0
HS201003-GS26,0,0,0
HS201003-GS27,0,0,0
HS201003-GS28,0,0,0
HS201003-GS29,0,0,0
HS201003-GS30,0,0,0
HS201003-GS31,0,1,1
HS201003-GS32,0,0,0
HS201003-GS33,0,0,0
HS201003-GS34,0,0,0
HS201003-GS35,0,0,0
HS201003-GS36,1,0,1
HS201003-GS37,1,0,1
HS201003-GS38,0,1,1
HS201003-GS39,0,0,0
HS201003-GS40,1,1,2
HS201003-GS41,2,1,3
HS201003-GS42,0,0,0
HS201003-GS43,1,0,1
HS201003-GS44,2,0,2
HS201003-GS45,0,2,2
HS201003-GS46,0,0,0
HS201003-GS47,0,0,0
HS201003-GS48,0,0,0
HS201003-GS49,0,0,0
HS201003-GS50,1,0,1
HS201003-GS51,1,0,1
HS201003-GS52,0,0,0
HS201003-GS53,1,0,1
HS201003-GS54,8,0,8
HS201003-H01,0,0,0
HS201003-H02,0,0,0
HS201003-H03,0,0,0
HS201003-H04,0,0,0
HS201003-H05,0,0,0
HS201003-H06,0,0,0
HS201003-HS01,0,0,0
HS201003-HS02,0,0,0
HS201003-HS03,0,0,0
HS201003-HS04,0,0,0
HS201003-IBC01,7,1,8
HS201003-IBC02,5,0,5
HS201003-IBC03,0,0,0
HS201003-IBC04,2,0,2
HS201003-IBC05,0,0,0
HS201003-IBC06,2,0,2
HS201003-IBC07,0,0,0
HS201003-IBC08,0,0,0
HS201003-IBC09,1,0,1
HS201003-IBC10,2,0,2
HS201003-IBC11,1,0,1
HS201003-IBC12,0,0,0
HS201003-IBC13,0,0,0
HS201003-IBC14,0,0,0
HS201003-IBC15,0,0,0
HS201003-IBC16,0,2,2
HS201003-IBC17,0,0,0
HS201003-IBC18,0,0,0
HS201003-IBC20,0,0,0
HS201003-IBC21,0,0,0
HS201003-IBC22,0,0,0
HS201003-IBC24,2,0,2
HS201003-IBC25,0,0,0
HS201003-IBC26,0,0,0
HS201003-IBC27,1,0,1
HS201003-IBC28,0,0,0
HS201003-IBC29,0,0,0
HS201003-IBC30,1,0,1
HS201003-IBC31,0,0,0
HS201003-IBC32,0,0,0
HS201003-IBC33,0,0,0
HS201003-ISEA01,1,0,1
HS201003-ISEA02,8,1,9
HS201003-ISEA03,3,1,4
HS201003-ISEA04,10,0,10
HS201003-ISEA05,21,0,21
HS201003-ISEA06,3,0,3
HS201003-ISEA07,1,0,1
HS201003-ISEA08,19,0,19
HS201003-ISEA09,21,0,21
HS201003-ISEA10,0,0,0
HS201003-ISEA11,0,0,0
HS201003-ISEA12,0,0,0
HS201003-ISEA13,0,0,0
HS201003-ISEA14,1,0,1
HS201003-ISEA15,1,0,1
HS201003-ISEA16,0,0,0
HS201003-ISEA17,1,0,1
HS201003-ISEA18,1,0,1
HS201003-ISEA19,0,0,0
HS201003-IVI01,1,0,1
HS201003-IVI02,13,1,14
HS201003-IVI03,62,3,65
HS201003-IVI04,11,0,11
HS201003-IVI05,1,0,1
HS201003-IVI06,0,0,0
HS201003-IVI07,0,0,0
HS201003-IVI08,0,0,0
HS201003-IVI09,1,0,1
HS201003-IVI10,0,0,0
HS201003-IVI11,0,0,0
HS201003-IVI12,6,1,7
HS201003-IVI13,0,0,0
HS201003-IVI14,0,0,0
HS201003-IVI15,0,0,0
HS201003-IVI16,4,0,4
HS201003-IVI17,12,0,12
HS201003-IVI18,8,0,8
HS201003-IVI19,6,0,6
HS201003-IVI20,1,0,1
HS201003-IVI21,0,0,0
HS201003-IVI22,6,0,6
HS201003-IVI23,8,0,8
HS201003-IVI24,2,0,2
HS201003-IVI25,16,0,16
HS201003-IVI26,7,1,8
HS201003-JF01,0,0,0
HS201003-JF02,25,7,32
HS201003-JFA01,0,4,4
HS201003-JFA02,17,5,22
HS201003-JFA03,9,9,18
HS201003-JFA04,3,0,3
HS201003-JFA05,0,0,0
HS201003-JFA06,2,2,4
HS201003-JS01,1,0,1
HS201003-JS02,2,0,2
HS201003-JS03,1,0,1
HS201003-PS01,17,2,19
HS201003-PS02,19,0,19
HS201003-PS03,13,1,14
HS201003-PS04,10,1,11
HS201003-PS05,2,0,2
HS201003-PS06,3,0,3
HS201003-PS07,1,2,3
HS201003-PS08,0,0,0
HS201003-PS09,4,0,4
HS201003-PS11,1,0,1
HS201003-PS12,49,0,49
HS201003-PS13,65,0,65
HS201003-PS14,26,0,26
HS201003-QCST01,0,0,0
HS201003-QCST02,0,0,0
HS201003-QCST03,1,0,1
HS201003-QCST04,2,0,2
HS201003-QCST05,1,0,1
HS201003-QCST06,1,0,1
HS201003-T01,0,0,0
HS201003-T02,0,0,0
HS201003-T03,0,0,0
HS201003-T04,0,0,0
HS201003-T05,0,0,0
HS201003-T06,0,0,0
HS201003-T07,0,0,0
HS201003-VI01,10,0,10
HS201003-VI02,9,2,11
HS201003-VI03,6,0,6
HS201003-VI04,0,0,0
HS201003-VI05,0,0,0
HS201003-VI06,0,0,0
HS201003-VI07,0,0,0
HS201003-VI08,0,0,0
HS201003-VI09,0,0,0
HS201003-VI10,19,0,19
HS201003-VI11,1,0,1
HS201003-VI12,1,0,1
HS201003-VI13,1,0,1
HS201003-VI14,0,0,0
HS201003-VI15,8,0,8
HS201003-VI16,2,0,2
HS201017-DE01,0,2,2
HS201017-DE02,0,1,1
HS201017-DE03,0,1,1
HS201017-DE04,0,1,1
HS201017-DE05,0,0,0
HS201017-DE06,0,1,1
HS201017-DT01,1,0,1
HS201017-DT02,0,2,2
HS201017-DT03,0,0,0
HS201017-DT04,1,0,1
HS201017-DT05,0,0,0
HS201017-DT06,1,0,1
HS201017-DT07,2,0,2
HS201017-DT08,0,1,1
HS201017-EP01,4,12,16
HS201017-EP02,4,8,12
HS201017-EP03,9,24,33
HS201017-EP04,32,0,32
HS201017-EP05,19,5,24
HS201017-EP06,0,1,1
HS201017-EP07,0,0,0
HS201017-H01,2,0,2
HS201017-H02,4,0,4
HS201017-H03,3,0,3
HS201017-H04,0,0,0
HS201017-H05,0,0,0
HS201017-H06,0,0,0
HS201017-HS01,0,0,0
HS201017-HS02,2,0,2
HS201017-IVI01,3,9,12
HS201017-IVI02,0,1,1
HS201017-IVI03,0,1,1
HS201017-IVI04,0,3,3
HS201017-IVI05,0,0,0
HS201017-IVI06,0,0,0
HS201017-IVI07,1,0,1
HS201017-JF01,0,1,1
HS201017-JF02,3,12,15
HS201017-JF03,0,5,5
HS201017-JF04,5,4,9
HS201017-JF05,4,2,6
HS201017-JF06,13,19,32
HS201017-JF07,33,36,69
HS201017-Q01,0,0,0
HS201017-Q02,0,2,2
HS201017-Q04,0,0,0
HS201017-Q05,0,0,0
HS201017-Q06,0,0,0
HS201017-Q07,0,1,1
HS201017-Q08,0,0,0
HS201017-Q09,1,0,1
HS201017-Q10,1,0,1
HS201017-QCI01,0,1,1
HS201017-QCI02,0,0,0
HS201017-QCI03,2,0,2
HS201017-QCI04,0,0,0
HS201017-QCI05,2,1,3
HS201017-QCI06,2,1,3
HS201017-QCI07,13,0,13
HS201017-QCI08,7,2,9
HS201017-QCI09,1,0,1
HS201017-QCI10,0,0,0
HS201017-QCI11,0,0,0
HS201017-QCI12,0,0,0
HS201017-QCST01,0,0,0
HS201017-QCST02,0,0,0
HS201017-QCST03,0,0,0
HS201017-QCST04,0,0,0
HS201017-QCST05,1,0,1
HS201017-T01,0,0,0
HS201017-T02,0,0,0
HS201017-T03,0,0,0
HS201017-T04,0,0,0
HS201017-T05,1,0,1
HS201017-T06,2,0,2
HS201017-T07,18,0,18
HS201017-T08,0,1,1
HS201017-VI01,1,7,8
HS201017-VI02,2,1,3
HS201017-VI03,0,2,2
HS201017-VI04,0,0,0
HS201017-VI05,3,0,3
HS201017-VI06,1,0,1
HS201017-VI07,0,0,0
HS201017-VI08,0,3,3
HS201017-VI09,1,3,4
HS201017-VI10,5,5,10
HS201017-VI11,0,0,0
HS201017-VI12,0,10,10
HS201017-VI13,4,0,4
HS201017-VI14,1,8,9
HS201017-VI15,0,0,0
HS201017-VI16,0,3,3
HS201017-VI17,3,4,7
HS201017-VI18,5,12,17
HS201017-VI19,8,9,17
HS201017-VI20,12,2,14
HS201017-VI21,6,6,12
HS201017-VI22,6,5,11
HS201017-VI23,15,4,19
HS201017-VI24,0,0,0
HS201017-VI25,50,14,64
HS201017-VI26,16,3,19
HS201017-VI27,6,1,7
HS201017-VI28,0,3,3
HS201017-VI29,20,7,27
HS201018-IBC42,0,0,0
HS201018-IBC43,10,0,10
HS201018-IBC44,4,3,7
HS201018-IBC45,5,1,6
HS201018-IBC46,0,1,1
HS201018-IBC47,1,0,1
HS201018-IBC48,0,0,0
HS201018-IBC49,0,1,1
HS201018-IBC50,3,0,3
HS201018-IBC51,0,0,0
HS201018-IBC52,0,0,0
HS201018-IBC53,0,0,0
HS201018-IBC54,0,0,0
HS201018-IBC55,3,0,3
HS201018-IBC56,0,0,0
HS201018-IBC57,0,0,0
HS201018-IBC58,0,0,0
HS201018-IBC59,0,0,0
HS201018-ISEA01,1,0,1
HS201018-ISEA02,0,0,0
HS201018-ISEA03,0,0,0
HS201018-ISEA04,1,0,1
HS201018-ISEA05,13,0,13
HS201018-ISEA06,3,0,3
HS201018-DE01,9,1,10
HS201018-DE02,0,0,0
HS201018-DE03,0,0,0
HS201018-DE04,0,1,1
HS201018-DE05,0,0,0
HS201018-DE06,0,0,0
HS201018-EP01,3,0,3
HS201018-EP02,0,0,0
HS201018-EP03,0,0,0
HS201018-EP04,0,0,0
HS201018-EP05,0,0,0
HS201018-EP06,0,0,0
HS201018-IBC01,0,0,0
HS201018-IBC02,0,0,0
HS201018-IBC03,0,0,0
HS201018-IBC04,1,0,1
HS201018-IBC05,0,0,0
HS201018-IBC06,0,0,0
HS201018-IBC07,7,0,7
HS201018-IBC08,3,0,3
HS201018-IBC09,1,0,1
HS201018-IBC10,0,0,0
HS201018-IBC11,5,0,5
HS201018-IBC12,4,0,4
HS201018-IBC13,8,0,8
HS201018-IBC14,17,0,17
HS201018-IBC15,0,0,0
HS201018-IBC16,0,0,0
HS201018-IBC17,0,0,0
HS201018-IBC18,0,0,0
HS201018-IBC19,0,0,0
HS201018-IBC20,4,1,5
HS201018-IBC21,7,0,7
HS201018-IBC22,1,1,2
HS201018-IBC23,1,0,1
HS201018-IBC24,4,0,4
HS201018-IBC25,1,1,2
HS201018-IBC26,2,0,2
HS201018-IBC27,2,0,2
HS201018-IBC28,2,0,2
HS201018-IBC29,8,0,8
HS201018-IBC30,0,0,0
HS201018-IBC31,3,0,3
HS201018-IBC32,0,0,0
HS201018-IBC33,14,0,14
HS201018-IBC34,15,0,15
HS201018-IBC35,1,0,1
HS201018-IBC36,9,0,9
HS201018-IBC37,19,0,19
HS201018-IBC38,1,0,1
HS201018-IBC39,0,0,0
HS201018-IBC40,0,0,0
HS201018-IBC41,0,0,0
HS201018-ISEA07,0,0,0
HS201018-ISEA08,1,0,1
HS201018-ISEA09,0,0,0
HS201018-ISEA10,0,0,0
HS201018-ISEA11,4,0,4
HS201018-ISEA12,2,1,3
HS201018-ISEA13,51,0,51
HS201018-ISEA14,32,1,33
HS201018-ISEA15,3,3,6
HS201018-ISEA16,26,0,26
HS201018-ISEA17,4,1,5
HS201018-ISEA18,4,0,4
HS201018-ISEA19,5,1,6
HS201018-ISEA20,8,1,9
HS201018-ISEA21,29,0,29
HS201018-ISEA22,103,2,105
HS201018-ISEA23,6,1,7
HS201018-ISEA24,0,0,0
HS201018-ISEA25,0,0,0
HS201018-ISEA26,0,0,0
HS201018-ISEA27,0,0,0
HS201018-IVI01,12,0,12
HS201018-IVI02,17,0,17
HS201018-IVI03,0,0,0
HS201018-IVI04,54,0,54
HS201018-IVI05,53,0,53
HS201018-IVI06,33,0,33
HS201018-IVI07,15,0,15
HS201018-IVI08,11,0,11
HS201018-IVI09,95,2,97
HS201018-IVI10,15,7,22
HS201018-JF01,1,0,1
HS201018-JF02,0,0,0
HS201018-JF03,0,0,0
HS201018-JF04,0,1,1
HS201018-JF05,3,1,4
HS201018-JF06,1,0,1
HS201018-JS01,1,0,1
HS201018-JS02,4,0,4
HS201018-JS03,2,0,2
HS201018-QCI01,0,0,0
HS201018-QCI02,0,0,0
HS201018-QCI03,0,0,0
HS201018-QCSD01,0,0,0
HS201018-QCSD02,0,0,0
HS201018-QCSD03,0,0,0
HS201018-QCSD04,1,0,1
HS201018-QCSD05,0,0,0
HS201018-QCSD06,0,0,0
HS201018-QCSD07,4,0,4
HS201018-QCST01,10,0,10
HS201018-QCST02,0,0,0
HS201018-QCST03,0,0,0
HS201018-QCST04,1,0,1
HS201018-QCST05,0,0,0
HS201018-QCST06,3,0,3
HS201018-QCST07,1,0,1
HS201018-QCST08,1,0,1
HS201018-QCST09,3,0,3
HS201018-QCST10,0,0,0
HS201018-QCST11,0,0,0
HS201018-QCST12,1,0,1
HS201018-QCST13,0,0,0
HS201018-QCST14,0,0,0
HS201018-T01B,0,0,0
HS201018-T02B,0,0,0
HS201018-T03B,0,0,0
HS201018-T04B,0,0,0
HS201018-T05B,0,0,0
HS201018-T06,0,0,0
HS201018-T06B,0,0,0
HS201018-T07,0,0,0
HS201018-T07B,0,0,0
HS201018-VI02,0,0,0
HS201018-VI03,0,0,0
HS201018-VI04,0,0,0
HS201018-VI05,0,0,0
HS201018-VI06,0,0,0
HS201018-VI07,0,0,0
HS201018-VI08,1,0,1
HS201018-VI09,0,0,0
HS201018-VI10,1,0,1
HS201018-VI11,1,0,1
HS201018-VI12,1,0,1
HS201018-VI13,0,0,0
HS201018-VI14,0,0,0
HS201018-VI15,1,0,1
HS201018-VI16,1,0,1
HS201018-VI17,1,0,1
HS201018-VI18,0,0,0
HS201018-VI19,0,0,0
HS201018-VI20,0,0,0
HS201018-VI21,0,0,0
HS201102-EP01,11,1,12
HS201102-EP02,4,0,4
HS201102-EP03,2,0,2
HS201102-EP04,1,0,1
HS201102-EP05,0,0,0
HS201102-EP06,0,0,0
HS201102-GS01,2,0,2
HS201102-GS02,0,0,0
HS201102-GS04,0,0,0
HS201102-GS05,3,0,3
HS201102-GS06,4,0,4
HS201102-GS07,0,0,0
HS201102-GS08,0,0,0
HS201102-GS09,0,0,0
HS201102-GS10,1,0,1
HS201102-GS11,0,0,0
HS201102-GS12,1,0,1
HS201102-GS13,1,0,1
HS201102-GS14,4,0,4
HS201102-GS15,0,0,0
HS201102-GS16,0,0,0
HS201102-GS17,0,0,0
HS201102-GS18,1,0,1
HS201102-GS19,0,0,0
HS201102-GS20,1,0,1
HS201102-GS21,0,0,0
HS201102-GS22,3,0,3
HS201102-GS25,0,0,0
HS201102-GS26,0,0,0
HS201102-GS27,0,0,0
HS201102-GS28,0,0,0
HS201102-GS29,0,0,0
HS201102-GS30,1,0,1
HS201102-GS31,0,0,0
HS201102-GS32,0,0,0
HS201102-GS33,0,0,0
HS201102-GS34,0,0,0
HS201102-GS35,0,0,0
HS201102-GS36,1,0,1
HS201102-GS38,0,0,0
HS201102-GS39,0,0,0
HS201102-GS40,0,0,0
HS201102-GS41,0,0,0
HS201102-GS42,1,0,1
HS201102-GS43,0,0,0
HS201102-GS44,0,0,0
HS201102-GS45,0,0,0
HS201102-GS46,0,0,0
HS201102-GS47,0,0,0
HS201102-GS48,0,0,0
HS201102-GS49,0,0,0
HS201102-GS50,1,0,1
HS201102-GS51,0,0,0
HS201102-GS52,0,0,0
HS201102-GS53,0,0,0
HS201102-GS54,0,0,0
HS201102-GS55,0,0,0
HS201102-GS56,0,0,0
HS201102-GS57,0,0,0
HS201102-GS58,0,0,0
HS201102-GS59,0,0,0
HS201102-GS60,0,0,0
HS201102-GS61,0,0,0
HS201102-GS62,1,0,1
HS201102-GS63,0,0,0
HS201102-GS64,0,0,0
HS201102-GS65,0,0,0
HS201102-GS66,0,0,0
HS201102-GS67,0,0,0
HS201102-IVI01,3,0,3
